title,link,description,content
Ukraine tempts West­ern arms pro­duc­ers with plan for ‘large mil­i­tary hub’,https://www.aljazeera.com/news/2023/10/1/ukraine-tempts-western-arms-producers-with-plan-for-large-military-hub,In­cen­tives avail­able to part­ner with Ukrain­ian man­u­fac­tur­ers as Kyiv looks to cre­ate ‘world class mil­i­tary prod­ucts’.,"Ukrainian President Volodymyr Zelenskyy has announced plans to expand the country’s domestic defence industry through partnerships with Western weapons manufacturers, in a bid to increase supplies for its counteroffensive against Russia. Speaking at the opening of the International Defence Industries Forum, Zelenskyy said he wanted to make Ukraine’s defence sector into a “large military hub” where military equipment and weapons could be built and repaired. “Ukraine is in such a phase of the defence marathon when it is very important, critical to go forward without retreating. Results from the front line are needed daily,” the president told executives representing more than 250 Western weapons producers. “We are interested in localising production of equipment needed for our defence and each of those advanced defence systems which are used by our soldiers, giving Ukraine the best results at the front today.” Zelenskyy said that air defence and de-mining were his immediate priorities. Ukraine also aims to boost domestic production of missiles, drones and artillery ammunition. The foreign ministry said Ukrainian producers had signed about 20 agreements with foreign partners for joint production, exchange of technology or supply of components to make drones, armoured vehicles and ammunition. It did not identify the companies. NATO Secretary General Jens Stoltenberg, who spoke by video link during the forum after visiting Kyiv earlier in the week, threw his weight behind the initiative. “Heroism alone cannot intercept missiles. Ukraine needs capabilities, high quality, high quantity, and quickly,” Stoltenberg said. “There is no defence without industry.” Ukraine retook the southern city ofKhersonin November last year, and began a long-awaitedcounteroffensivein early June to try and recapture other territories seized by Russia, which launched itsfull-scale invasionof the country in February 2022. Kyiv has reported advances in several directions and liberated more than a dozen villages since but Moscow still controls about 18 percent of Ukrainian territory. Ukraine’s allies have provided financial and military support worth tens of billions of dollars to help it push back Moscow’s forces. Ukrainian officials see the development of the country’s domestic defence industry as a potential boost to the economy, which shrunk by about a third last year as a result of the war. Several leading Western arms makers including Germany’s Rheinmetall and the United Kingdom’s BAE Systems have already announced plans to team up with Ukrainian producers. Ukraine will create new incentives to draw Western defence investment and establish a special fund, through dividends from state defence resources and profits from the sale of confiscated Russian assets, to support new technology development, officials said. “It will be a mutually beneficial partnership. I think it is a good time and place to create a large military hub,” Zelenskyy said during a separate meeting with weapons producers from the United States, the UK, Czechia, Germany, France, Sweden and Turkey. Recently appointed Defence MinisterRustem Umerovsaid Kyiv had to do everything possible to produce all the necessary military services andproductsin Ukraine for the needs of its army. “Our vision is to develop world-class military products,” Umerov said."
"Rus­sia-Ukraine war: List of key events, day 585",https://www.aljazeera.com/news/2023/10/1/russia-ukraine-war-list-of-key-events-day-385-3,"As the war en­ters its 585th day, these are the main de­vel­op­ments.","Here is the situation on Sunday, October 1, 2023. "
Mo­hamed Muiz­zu wins Mal­dives elec­tion in vic­to­ry for pro-Chi­na camp,https://www.aljazeera.com/news/2023/9/30/maldives-opposition-candidate-muiz-wins-presidential-runoff,In­cum­bent Ibrahim Mo­hamed Solih con­cedes de­feat short­ly be­fore mid­night af­ter Muiz­zu wins 54 per­cent of the vote.,"Mohamed Muizzu has won the presidential election in the Maldives after a second-round run-off against incumbent Ibrahim Mohamed Solih, which was seen as a test of the Indian Ocean archipelago’s nascent democracy as well as its ties withChina and traditional benefactor India. Muizzu, 45, leads a party that welcomed an influx of Chinese loans and oversaw a wide-ranging crackdown on dissent when it was last in power. Incumbent Ibrahim Mohamed Solih conceded defeat shortly before midnight after the Elections Commission of the Maldives said Muizzu had won 54.06 percent of the vote in the run-off contest. “Congratulations to president-elect Muizzu,” Solih wrote on X, formerly known as Twitter. “Thank you for the beautiful democratic example shown by the people in the elections,” he added. Solih, 61, will remain as caretaker president until his successor’s inauguration on November 17. Muizzu, 45, emerged as thesurprise frontrunnerduring the first round of voting on September 8, taking some 46 percent of the ballots cast. Solih – hurt by a low voter turnout and a split within his Maldivian Democratic Party (MDP) – won 39 percent. The run-off was seen as having significant implications for the Maldives’s foreign policy, especially in decidingChina and India’s battlefor influence in the strategically-located country. “Today’s result is a reflection of the patriotism of our people. A call on all our neighbours and bilateral partners to fully respect our independence and sovereignty,” Mohamed Shareef, a top official from Muizzu’s Progressive Party of Maldives, was quoted as saying by the Associated Press news agency. Muizzu, who is currently the mayor of the capital Male, made a brief appearance outside his party’s campaign headquarters to urge supporters not to celebrate until Sunday morning, when campaign restrictions officially come to an end. Muizzu, a one-time housing minister, played a pivotal role in an earlier government’s development programme, bankrolled in part by financial largesse from China’s Belt and Road infrastructure initiative. He told a meeting with Chinese Communist Party officials last year that his party’s return to office would “script a further chapter of strong ties between our two countries”. The party’s return to power might also mean freedom for former President Abdulla Yameen, Muizzu’s mentor. Yameen, who lost power in 2018 as he moved the country closer to China and became increasingly autocratic, is serving an 11-year prison term for corruption and money laundering. His supporters say the charges against him are politically motivated. Watchdog group Transparency Maldives said there had been some incidents of “electoral violence,” without specifying further details. There were more than 282,000 eligible voters and turnout was 85 percent, slightly higher than the first-round vote. Solih, who was first elected president in 2018, was battling allegations by Muizzu that he had allowed India an unchecked presence in the country. Solih has insisted that the Indian military’s presence in the Maldives was only to build a dockyard under an agreement between the two governments and that his country’s sovereignty will not be violated. Muizzu promised that if he won the presidency, he would remove Indian troops from the Maldives and balance the country’s trade relations, which he claimed were heavily in India’s favour. Ahmed Shaheed, a former foreign minister of the Maldives, described the outcome as a verdict on the government’s failure to meet economic and governance expectations rather than concerns over Indian influence. “I don’t think India was at all in the people’s minds,” Saheed said. Solih suffered a setback closer to the election when Mohamed Nasheed, a charismatic former president, broke away from his Maldivian Democratic Party (MDP) and fielded his own candidate in the first round. He decided to remain neutral in the second round. “Nasheed’s departure took the motherboard away from the MDP,” Shaheed said. Yameen, leader of the Progressive Party of the Maldives, made the Maldives a part of China’s Belt and Road Initiative during his presidency from 2013 to 2018. The initiative is meant to build railroads, ports and highways to expand trade – and China’s influence – across Asia, Africa and Europe. Nevertheless, Muizzu is unlikely to change the foreign policy of affording an important place to India. Rather, opposition to Chinese projects is likely to lessen, evening power balances out, Shaheed said. "
Res­cue group de­cries Libya coast­guard ram­ming into mi­grant boat,https://www.aljazeera.com/news/2023/9/30/rescue-group-decries-libya-coast-guard-ramming-into-dinghy,Video from Sea-Watch In­ter­na­tion­al shows Libyan coast­guards crash­ing into a dinghy with dozens of mi­grants on board.,"Rescue group Sea-Watch International has condemned the European Union’smigration policyafter posting a video showing a migrant and refugee boat in the Mediterranean coming under attack by the Libyan coastguard. The video, recorded on board Sea-Watch’s twin-engine Seabird, shows most of those on the vessel fall into the water and are seen swimming desperately to a nearby Libyan ship for safety. Dozens or so were reportedly on the dinghy when it was hit, Sea-Watch said. “What we have seen yesterday … is the brutal and daily disgusting migration policy of the European Union,” Felix Weiss of Sea-Watch told Al Jazeera. “This is something that we see day by day. It’s the reality of European migration policy, which is empowering these coastguards to make sure that less people are reaching European shores,” he added. Shortly after the boat is hit, a larger patrol boat is seen throwing life vests to people in the water.  The Germany-based organisation said the coastguard took the 50 or so migrants and refugees back to Libya, calling the incident an “attempted murder” on their account on X, formerly known as Twitter. Sea-Watch said it was not clear if there were any casualties. The group added that despite the group’s several warnings, the coastguard still went ahead and crashed into the dinghy and destroyed it. Starting in 2015, the EU has provided financial support to the Libyan coastguard as part of its plan to reduce the migration of people from North Africa. Humanitarian organisations and rescue groups have reported that Italian Prime Minister Giorgia Meloni’s far-right administration has imposed more stringent restrictions on the operations of humanitarian vessels. In August, Italian authorities apprehended the Sea Eye 4, a vessel based in Germany, following its rescue and then transportation of individuals to the southern Italian port city of Salerno. Rescue groups assert the government frequently redirects their ships to northern ports after just one rescue mission, a practice they believe hampers their capacity to save people at sea. According to the International Organization for Migration, more than 1,800 individuals have been documented as either missing or deceased on the Central Mediterranean route in 2023. This route alone constitutes more than three-quarters of the total casualties in the Mediterranean region over the past decade. Last month, the Greek coastguardrescued 18 peopleand saved four individuals from a boat that had capsized near Lesbos island’s coastline. In June, an overcrowded fishing trawler, carrying some 500 people from Libya to Italy,sankabout 80km (50 miles) from the southern Greek coastal town of Pylos. Only 104 survivors were found. "
US Con­gress pass­es stop­gap mea­sure to avert gov­ern­ment shut­down,https://www.aljazeera.com/news/2023/9/30/us-house-passes-stopgap-measure-to-avert-government-shutdown,"Mea­sure will see US gov­ern­ment fund­ed un­til mid-No­vem­ber, but Ukrain­ian aid dropped as hard right Re­pub­li­cans dig in.","The United States’ Congress has passed a temporary funding bill to keep the federal government running until mid-November and avert a costly government shutdown by leaving out aid to war-torn Ukraine requested by President Joe Biden. The House of Representatives voted 335-91 late on Saturday to fund the government for a further 45 days, with 209 Democrats supporting the measure compared with 126 Republicans. The Democratic-majority Senate then voted 88-9 in favour of the measure just three hours before the midnight Saturday deadline to avoid what would have been the federal government’s fourth partialshutdownin a decade. The move marked a profound shift from earlier in the week when a shutdown, which would have forced the closure of a range of public services and that leave most of the government’s 4 million employees unpaid, looked all but inevitable. The vote will ensure the government is funded until November 17, and also increases federal disaster assistance by $16 billion. “Tonight, bipartisan majorities in the House and Senate voted to keep the government open, preventing an unnecessary crisis that would have inflicted needless pain on millions of hardworking Americans,” Biden said in a statement. But he berated House Speaker Kevin McCarthy and the House Republicans for reneging on spending levels agreed with the White House months ago — a major reason for the shutdown near-miss — and for stripping out support for Ukraine. “I fully expect the speaker will keep his commitment to the people of Ukraine and secure passage of the support needed to help Ukraine at this critical moment,” said the president, who is set to sign the measure into law before the 12.01am local time (04:01 GMT) deadline. The stopgap measure stripping out Ukraine aid was pitched by McCarthy just hours ahead of the deadline, but but the reprieve may be short lived. Congress will again need to fund the government in coming weeks risking a crisis at a time when views are hardening, particularly among hardline Republicans who defied their own party leadership to scupper various temporary funding proposals as they pressed for deep spending cuts. The group of 21 had threatened to remove McCarthy as speaker if a stopgap measure they opposed was passed with Democrat support, and many in Washington warn the speaker may have to fight for his job in the coming weeks. One of the hard right group, Lauren Boebert, was clearly unhappy with the outcome, but declined to say what that might mean for McCarthy’s future. “There are too many members here who are comfortable doing things the way they’ve been done since the mid ’90s,” she told reporters. “And that’s why we’re sitting at $33 trillion in debt.” McCarthy dismissed concerns that hardline Republicans could try to remove him as leader. “I want to be the adult in the room, go ahead and try,” McCarthy told reporters. “And you know what? If I have to risk my job for standing up for the American public, I will do that.” Arming and funding Ukraine in its war against theRussian invasionhas been a key policy initiative for Biden, while the stopgap is only temporary, it does raise questions over the political viability of continuing the multibillion-dollar flow of assistance. McCarthy said Russia’s invasion was “horrendous,” but insisted there could be “no blank cheque” for Ukraine. “I have a real concern of what’s going to happen long term, but I don’t want to waste any money,” he said. Last week,Ukrainian President Volodymyr Zelenskyyvisited Capitol Hill to try to convince the slowly growing number of sceptical Republican members of Congress not to give up on his country."
"In­dia re­ceives low­est rains in 5 years, agri­cul­tur­al pro­duc­tion to be hit",https://www.aljazeera.com/news/2023/9/30/india-receives-lowest-rains-in-5-years-agricultural-production-to-be-hit,Rain­fall deficit could im­pact crops such as rice and sug­ar push­ing food in­fla­tion amid soar­ing glob­al food prices.,"India’s monsoon rainfall this year was its lowest since 2018 as the El Nino weather pattern made August the driest in more than a century, the state-run weather department said on Saturday, which is likely to affect agricultural production. El Nino is a warming of Pacific waters that is typically accompanied by drier conditions over the Indian subcontinent. The monsoon, which is vital for India’s $3 trillion economy, contributes more than 70 percent of the rain the country needs to water crops and replenish reservoirs and aquifers. Nearly half of the farmland in the world’s most populous nation lacks irrigation, making the monsoon rains even more vital for agricultural production. The summer rainfall deficit could make staples such as sugar, pulses, rice, and vegetables more expensive and lift overall food inflation. Lower production could also prompt India, the world’s second-biggest producer of rice, wheat, and sugar, to impose more curbs on exports of these commodities amid soaring global food prices. Rainfall over the country from June to September was 94 percent of its long-period average, the lowest since 2018, the India Meteorological Department (IMD) said in a statement. The IMD had anticipated a rainfall deficit of 4 percent for the season, assuming limited impact from El Nino. The monsoon was uneven, with June rains nine percent below average because of the delay in the arrival of rains, but July rains rebounded to 13 percent above average. August was the driest on record with a 36 percent deficit, but again in September rainfall revived and the country received 13 percent more rainfall than normal, the IMD said. The erratic distribution of monsoon rains has led India, the world’s largest rice exporter, to limit rice shipments, impose a 40 percent duty on onion exports, permit duty-free imports of pulses, and could potentially result in New Delhi banning sugar exports. The country is expected to receive normal rainfall from October to December, the weather department said, adding that temperatures were likely to remain above normal in most of the country during October."
US gov­ern­ment shut­down im­mi­nent as law­mak­ers scram­ble to reach agree­ment,https://www.aljazeera.com/news/2023/9/30/us-government-shutdown-imminent-as-lawmakers-scramble-to-reach-agreement,The clo­sure of all but crit­i­cal gov­ern­ment ser­vices would start on Sun­day af­ter mid­night (04:00 GMT).,"The United States government isheaded towards a shutdownthis weekend as Republicans and Democrats pursued rival stopgap measures to prevent a closure that would disrupt many government services, squeeze federal employees and roil politics. The closure of all but critical government services, set to start on Sunday after midnight (04:00 GMT) if lawmakers fail to reach a deal, would be the first since 2019 – immediately delaying salaries for millions of federal employees and military personnel. “It will have an immediate impact at one minute past midnight [04:01 GMT Sunday]” when “basically large areas of federal institutions shut down”, said Al Jazeera’s Mike Hanna, reporting from Washington, DC. “The military is the key issue here because military cheques are due to go out in the middle of October. If the situation is not resolved by then, it means some two million members of the military won’t be getting paid. All federal workers will not be paid. They will be put on leave or they will be forced to work without pay.” The two chambers ofCongress are deadlockedas House of Representatives Republicans, fuelled by hard-right demands to slash budgets, are forcing a confrontation over federal spending – which also includes aid to Ukraine. It is impossible to predicthow long a shutdown would last. The Democratic-held Senate and Republican-controlled House are working on vastly different plans to avert a shutdown, while House Speaker Kevin McCarthy is struggling to win any support from hard-right conservatives to keep the government open. A particular issue has been theinclusion of more aidto Ukraine in the funding package, with a growing number of Republicans staunchly opposed to providing more assistance to the country in its defence against a Russian invasion. McCarthy said he would hold a vote Saturday on a new measure that would keep the government open for another 45 days at current spending levels but without any aid for Ukraine. The bill would require significant Democratic support to pass. If President Joe Biden wants to lobby against it, “then the shutdown is on him”, McCarthy said. The White House has insisted the real negotiation should be between McCarthy and Republican hardliners who scuppered a similar temporary funding measure on Friday, underlying a growing sense of chaos inside the party before next year’s presidential election. “There are those in Congress right now who are sowing so much division, they’re willing to shut down the government tonight,” Biden said on Saturday morning on X, formerly known as Twitter. “It’s unacceptable.” The Democrat-controlled Senate was expected to vote on its own stopgap bill later Saturday – one that does include funding for Ukraine. It is the responsibility of Congress to fund the government. The House and Senate have to agree to fund the government in some way, and the president has to sign the legislation into law. The two sides are deeply entrenched and nowhere near a deal to avert a shutdown. But if theshutdown lasts for weeks, pressure will build to end the impasse, particularly if active-duty military members miss pay dates on October 13 or November 1. If the wider public starts seeing disruptions in air travel or border security as workers go unpaid, it will further goad Congress to act. “It would have a massive effect on the US, not least on the economy, the lack of spending power but also on its international reputation, and this is the type of thing that would undermine the US’s economic standing in the eyes of the rest of the world,” Hanna said. "
More than 80 per­cent of eth­nic Ar­me­ni­ans flee Nagorno-Karabakh,https://www.aljazeera.com/news/2023/9/30/more-than-80-percent-of-nagorno-karabakhs-people-have-fled-armenia-govt,"Ar­men­ian Prime Min­is­ter Nikol Pashinyan says ex­o­dus amounts to ‘eth­nic cleans­ing’, a claim Azer­bai­jan strong­ly re­jects.","An ethnic Armenian exodus has nearly emptiedNagorno-Karabakhof residents since Azerbaijan attacked and ordered the breakaway region’s fighter groups to disarm, the Armenian government has said. Nazeli Baghdasaryan, the press secretary to Armenian Prime Minister Nikol Pashinyan, said on Saturday that 100,417 people had arrived in Armenia from Nagorno-Karabakh, which had a population of approximately 120,000 before Azerbaijan reclaimed the region in a lightning offensive last week. A total of 21,043 vehicles have crossed the Hakari Bridge, which links Armenia to Nagorno-Karabakh, since last week, Baghdasaryan said. Some lined up for days because the winding mountain road that is the only route to Armenia became jammed. “The speed of it has caught everyone, including the Armenian authorities and the UN by surprise,” said Al Jazeera’s Bernard Smith. The departure of more than 80 percent of Nagorno-Karabakh’s population raises questions about Azerbaijan’s plans for the enclave that was internationally recognised as part of its territory. “[In Nagorno-Karabakh] we’re seeing scenes of eerie silence, empty streets, empty shops, and vacant homes,” said Al Jazeera’s Osama Bin Javaid, reporting from Horadiz. “Just a fraction of the population remains in this enclave where people have been assured that they will not be persecuted by Azerbaijani forces as they take control of these areas.” The region’s separatist ethnic Armenian government said Thursday it would dissolve itself by the end of the year after a three-decade bid for independence. Pashinyan has alleged the ethnic Armenian exodus amounted to “a direct act of an ethnic cleansing and depriving people of their motherland”. Azerbaijan’s Ministry of Foreign Affairs strongly rejected the characterisation, saying the mass migration by the region’s residents was “their personal and individual decision and has nothing to do with forced relocation”. However, Luis Moreno Ocampo, a former ICC chief prosecutor, told Al Jazeera that it is “obvious” what is happening is ethnic cleansing, saying that “the legal description is called genocide.” “It’s an excuse that the Azerbaijan government saying, ‘oh, [leaving] was voluntary’ after they were bombing them and were starving them to death for months,” Ocampo said. During three decades of conflict in the region, Azerbaijan and the separatists backed by Armenia have accused each other of targeted attacks, massacres and other atrocities, leaving people on both sides deeply suspicious and fearful. While Azerbaijan has pledged to respect the rights of ethnic Armenians in Nagorno-Karabakh, most are fleeing because they do not trust Azerbaijani authorities to treat them humanely or guarantee their language, religion and culture. “None of the people we’ve spoken to have confidence in the Azerbaijan government’s claim that their security would be guaranteed if they decided to stay,” said Smith, Al Jazeera’s correspondent in Yerevan. “They’re frightened because they fear, despite Azerbaijan’s assurances, they fear they will be treated as the losers and the Azerbaijanis will come in as the victors,” he said.  The office of Italy’s prime minister said on Saturday that Armenia has asked the European Union for assistance to help it deal with refugees arriving from Nagorno-Karabakh. Azerbaijan’s Ministry of Defence said later on Saturday that one of its servicemen was killed by sniper fire from Armenian forces in the border district of Kalbajar, but the alleged incident was swiftly refuted by Armenia. Interfax news agency cited the Armenian Ministry of Defence as saying the report was incorrect, without giving further details. After six years of separatist fighting ended in 1994 following the collapse of the Soviet Union, Nagorno-Karabakh came under the control of ethnic Armenian forces backed by Armenia. Then, during a six-week war in 2020, Azerbaijan took back parts of the region in the South Caucasus Mountains along with surrounding territory that Armenian forces had claimed earlier. In December, Azerbaijan blocked the Lachin Corridor, the only road connecting Nagorno-Karabakh with Armenia, accusing the Armenian government of using it for illicit weapons shipments to the region’s separatist forces. Weakened by the blockade and with Armenia’s leadership distancing itself from the conflict, ethnic Armenian forces in the region agreed to lay down arms less than 24 hours after Azerbaijan began its offensive. Talks have begun between officials in the Azerbaijani capital of Baku and Nagorno-Karabakh’s separatist authorities on “reintegrating” the region into Azerbaijan."
Pho­tos: Flash flood­ing in­un­dates New York City,https://www.aljazeera.com/gallery/2023/9/30/flash-flooding-inundates-new-york-city-paralysing-subway,"Tor­ren­tial down­pours trig­ger flood­ing, dis­rupt­ing sub­way ser­vice as au­thor­i­ties de­clare a state of emer­gency.",
ICC Crick­et World Cup 2023: Fix­tures and full match sched­ule,https://www.aljazeera.com/sports/2023/9/30/icc-cricket-world-cup-2023-fixtures-and-full-match-schedule,"Crick­et World Cup takes place in In­dia from Oc­to­ber 5 to No­vem­ber 19 – here are the fix­tures, kick­off times and venues.","The upcoming International Cricket Council (ICC) World Cup hosted by India will kick off on October 5, with the final on November 19. Thefirst stageof the tournament will be a round-robin format where all teams will play each other once, resulting in 45 matches. The top four teams at the end of the round-robin stage will qualify for the semifinals. The teams finishing first and fourth will play the first semifinal on November 15 in Mumbai, while the second and third teams will meet in the second semifinal on November 16 in Kolkata. Here are the details on the fixtures, kickoff timesand venuesfor the tournament: EnglandvsNew Zealand2pm (08:30 GMT) – Narendra Modi Stadium, Ahmedabad PakistanvsThe Netherlands2pm (08:30 GMT) – Rajiv Gandhi International Stadium, Hyderabad BangladeshvsAfghanistan10:30am (05:00 GMT) – HPCA Stadium, Dharamsala South AfricavsSri Lanka2pm (08:30 GMT) – Arun Jaitley Stadium, New Delhi IndiavsAustralia2pm (08:30 GMT) – M A Chidambaram Stadium, Chennai New ZealandvsThe Netherlands2pm (08:30 GMT) – Rajiv Gandhi International Stadium, Hyderabad EnglandvsBangladesh10:30am (05:00 GMT) – HPCA Stadium, Dharamsala PakistanvsSri Lanka2pm (08:30 GMT) – Rajiv Gandhi International Stadium, Hyderabad IndiavsAfghanistan2pm (08:30 GMT) – Arun Jaitley Stadium, New Delhi AustraliavsSouth Africa2pm (08:30 GMT) – BRSABV Ekana Cricket Stadium, Lucknow New ZealandvsBangladesh2pm (08:30 GMT) – M A Chidambaram Stadium, Chennai  IndiavsPakistan2pm (08:30 GMT) – Narendra Modi Stadium, Ahmedabad EnglandvsAfghanistan2pm (08:30 GMT) – Arun Jaitley Stadium, Delhi AustraliavsSri Lanka2pm (08:30 GMT) – BRSABV Ekana Cricket Stadium, Lucknow South AfricavsTheNetherlands2pm (08:30 GMT) – HPCA Stadium, Dharamsala New ZealandvsAfghanistan2pm (08:30 GMT) – M A Chidambaram Stadium, Chennai IndiavsBangladesh2pm (08:30 GMT) – Maharashtra Cricket Association Stadium, Pune AustraliavsPakistan2pm (08:30 GMT) – M Chinnaswamy Stadium, Bengaluru The NetherlandsvsSri Lanka10:30am (05:00 GMT) – BRSABV Ekana Cricket Stadium, Lucknow EnglandvsSouth Africa2pm (08:30 GMT) – Wankhede Stadium, Mumbai IndiavsNew Zealand2pm (08:30 GMT) – HPCA Stadium, Dharamsala PakistanvsAfghanistan2pm (08:30 GMT) – M A Chidambaram Stadium, Chennai South AfricavsBangladesh2pm (08:30 GMT) – Wankhede Stadium, Mumbai AustraliavsThe Netherlands2pm (08:30 GMT) –  Arun Jaitley Stadium, New Delhi EnglandvsSri Lanka2pm (08:30 GMT) – M Chinnaswamy Stadium, Bengaluru  PakistanvsSouth Africa2pm (08:30 GMT) – M A Chidambaram Stadium, Chennai AustraliavsNew Zealand10:30am (05:00 GMT) – HPCA Stadium, Dharamsala The NetherlandsvsBangladesh2pm (08:30 GMT) – Eden Gardens, Kolkata IndiavsEngland2pm (08:30 GMT) – BRSABV Ekana Cricket Stadium, Lucknow AfghanistanvsSri Lanka2pm (08:30 GMT) – Maharashtra Cricket Association Stadium, Pune PakistanvsBangladesh2pm (08:30 GMT) – Eden Gardens, Kolkata New ZealandvsSouth Africa2pm (08:30 GMT) – Maharashtra Cricket Association Stadium, Pune IndiavsSri Lanka2pm (08:30 GMT) – Wankhede Stadium, Mumbai The NetherlandsvsAfghanistan2pm (08:30 GMT) – BRSABV Ekana Cricket Stadium, Lucknow New ZealandvsPakistan10:30am (05:00 GMT) – M Chinnaswamy Stadium, Bengaluru EnglandvsAustralia2pm (08:30 GMT) –  Narendra Modi Stadium, Ahmedabad IndiavsSouth Africa2pm (08:30 GMT) – Eden Gardens, Kolkata BangladeshvsSri Lanka2pm (08:30 GMT) – Arun Jaitley Stadium, New Delhi AustraliavsAfghanistan2pm (08:30 GMT) – Wankhede Stadium, Mumbai  EnglandvsThe Netherlands2pm (08:30 GMT) – Maharashtra Cricket Association Stadium, Pune New ZealandvsSri Lanka2pm (08:30 GMT) – M Chinnaswamy Stadium, Bengaluru South AfricavsAfghanistan2pm (08:30 GMT) – Narendra Modi Stadium, Ahmedabad AustraliavsBangladesh10:30am (05:00 GMT) – Maharashtra Cricket Association Stadium, Pune EnglandvsPakistan2pm (08:30 GMT) – Eden Gardens, Kolkata IndiavsThe Netherlands2pm (08:30 GMT) – M Chinnaswamy Stadium, Bengaluru Semifinal 1:First place vs fourth place, 2pm (08:30 GMT) – Wankhede Stadium, Mumbai Semifinal 2:Second place vs third place, 2pm (08:30 GMT) – Eden Gardens, Kolkata Final:Winner of Semifinal 1 vs winner of Semifinal 2, 2pm (8:30 GMT) – Narendra Modi Stadium, Ahmedabad "
Tot­ten­ham Hot­spur vs Liv­er­pool 2-1: Pre­mier League – as it hap­pened,https://www.aljazeera.com/sports/liveblog/2023/9/30/live-tottenham-hotspur-vs-liverpool-premier-league-build-up,"All the up­dates as Spurs beat Liv­er­pool in a live­ly Pre­mier League clash at the Tot­ten­ham Hot­spur sta­di­um, north Lon­don.",
